fileName,title,description,ms.service,realPath,fileLocation,URL
aog-others-python-howto-get-token, 如何通过 Python 获取 Token 操作资源, 如何通过 Python 获取 Token 操作资源, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-others-python-howto-get-token.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-others-python-howto-get-token.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-others-python-howto-get-token/
aog-portal-management-qa-eclipse-login," ""Eclipse 使用认证文件登录 Azure"""," ""本主要介绍如何在 Eclipse 中使用认证文件的方式登录 Azure""", redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-portal-management-qa-eclipse-login.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-portal-management-qa-eclipse-login.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-portal-management-qa-eclipse-login/
aog-portal-management-qa-vs2015-login, VS2015 直接使用账户登录 Azure, VS2015 直接使用账户登录 Azure。, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-portal-management-qa-vs2015-login.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-portal-management-qa-vs2015-login.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-portal-management-qa-vs2015-login/
aog-portal-management-qa-vs2017-login," ""VS2017 直接使用账户登录 Azure"""," ""如何在 Visual Studio 2017 使用账户登录中国区 Azure""", multiple,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-portal-management-qa-vs2017-login.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-portal-management-qa-vs2017-login.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-portal-management-qa-vs2017-login/
aog-powershell-qa-resource-provider-error, 未注册 Resource Provider 异常, 通过注册 Resource Provicder 解决使用 PowerShell 出现模块未注册的异常, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-powershell-qa-resource-provider-error.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-powershell-qa-resource-provider-error.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-powershell-qa-resource-provider-error/
aog-powershell-send-http-request, 如何在 Proxy 环境下正确使用 PowerShell 工具发送 web http 请求, 如何在 Proxy 环境下正确使用 PowerShell 工具发送 web http 请求, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-powershell-send-http-request.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-powershell-send-http-request.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-powershell-send-http-request/
aog-sdk-python-install, 手动安装 Azure for Python SDK, 手动安装 Azure for Python SDK, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-sdk-python-install.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\others\aog-sdk-python-install.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/others/aog-sdk-python-install/
aog-power-bi-embedded-cli-cannot-be-used-in-mac-os, Mac OS 环境下无法使用 PowerBI-Cli 工具故障排查, Mac OS 环境下无法使用 PowerBI-Cli 工具故障排查, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-cli-cannot-be-used-in-mac-os.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-cli-cannot-be-used-in-mac-os.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-cli-cannot-be-used-in-mac-os/
aog-power-bi-embedded-cli-guidance, PowerBI-Cli 工具使用指南, PowerBI-Cli 工具使用指南, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-cli-guidance.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-cli-guidance.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-cli-guidance/
aog-power-bi-embedded-diff-between-paas-and-saas, Power BI PaaS 和 SaaS 的 Embed 服务区别, Power BI PaaS 和 SaaS 的 Embed 服务区别, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-diff-between-paas-and-saas.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-diff-between-paas-and-saas.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-diff-between-paas-and-saas/
aog-power-bi-embedded-faq, 有关 Power BI Embedded 会话计费的常见问题及回答, 有关 Power BI Embedded 会话计费的常见问题及回答, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-faq.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-faq.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-faq/
aog-power-bi-embedded-powershell-post-import-troubleshoot, PowerShell 脚本调用 Post Import 功能故障排查, PowerShell 脚本调用 Post Import 功能故障排查, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-powershell-post-import-troubleshoot.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-powershell-post-import-troubleshoot.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-powershell-post-import-troubleshoot/
aog-power-bi-embedded-rest-api-introduction, Power BI Embedded 的工作流及相关 REST API 命令介绍, Power BI Embedded 的工作流及相关 REST API 命令介绍, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-rest-api-introduction.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-rest-api-introduction.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-rest-api-introduction/
aog-power-bi-embedded-sample-configuration-steps, Power BI Embedded 官方新版示例(2017 年 4 月版)配置步骤, Power BI Embedded 官方新版示例(2017 年 4 月版)配置步骤, power-bi-embedded,az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-sample-configuration-steps.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\power-bi-embedded\aog-power-bi-embedded-sample-configuration-steps.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/power-bi-embedded/aog-power-bi-embedded-sample-configuration-steps/
aog-redis-cache-best-Practices, Azure Redis 最佳实践, Azure Redis 最佳实践, redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-best-Practices.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-best-Practices.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/redis-cache/aog-redis-cache-best-Practices/
aog-redis-cache-faq, Redis Cache 常见问题解答, Redis Cache 常见问题解答, redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-faq.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-faq.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/redis-cache/aog-redis-cache-faq/
aog-redis-cache-howto-enable-diagnostic-via-powershell," ""如何使用 PowerShell 开启 Redis 诊断功能"""," ""本主要介绍如何使用 PowerShell 开启 Redis 的诊断功能""", redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-howto-enable-diagnostic-via-powershell.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-howto-enable-diagnostic-via-powershell.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/redis-cache/aog-redis-cache-howto-enable-diagnostic-via-powershell/
aog-redis-cache-howto-enable-diagnostics-via-powershell," ""如何使用 PowerShell 开启 Redis 诊断功能"""," ""如何使用 PowerShell 开启 Redis 诊断功能""", redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-howto-enable-diagnostics-via-powershell.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-howto-enable-diagnostics-via-powershell.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/redis-cache/aog-redis-cache-howto-enable-diagnostics-via-powershell/
aog-redis-cache-howto-migration," ""如何迁移 Azure Redis"""," ""如何迁移 Azure Redis""", redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-howto-migration.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-howto-migration.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/redis-cache/aog-redis-cache-howto-migration/
aog-redis-cache-using-redis-cli-connect-azure-redis-cache," ""如何使用 Redis-Cli 连接到 Azure Redis 缓存"""," ""如何使用 Redis-Cli 连接到 Azure Redis 缓存""", redis-cache,az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-using-redis-cli-connect-azure-redis-cache.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\redis-cache\aog-redis-cache-using-redis-cli-connect-azure-redis-cache.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/redis-cache/aog-redis-cache-using-redis-cli-connect-azure-redis-cache/
aog-azure-java-manage-vm,NA,NA,NA,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-azure-java-manage-vm.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-azure-java-manage-vm.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-azure-java-manage-vm/
aog-sample-code-azure-java-manage-vm, 使用 Azure Java SDK 管理 VM, 本文介绍如何使用 Azure Java SDK 管理 VM, virtual-machines,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-azure-java-manage-vm.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-azure-java-manage-vm.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-azure-java-manage-vm/
aog-sample-code-fa-csharp-fetch-vm-monitor-data, C# 获取虚拟机监控数据, 如何通过 C# 获取虚拟机监控数据, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-fa-csharp-fetch-vm-monitor-data.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-fa-csharp-fetch-vm-monitor-data.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-fa-csharp-fetch-vm-monitor-data/
aog-sample-code-howto-transfer-sub-with-rest-api, 使用 PowerShell 调用 REST API 完成经典部署资源的跨订阅迁移, 使用 PowerShell 调用 REST API 完成经典部署资源的跨订阅迁移, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-howto-transfer-sub-with-rest-api.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-howto-transfer-sub-with-rest-api.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-howto-transfer-sub-with-rest-api/
aog-sample-code-iot-hub-howto-send-message-with-paho-mqttv3, 如何使用 paho mqttv3 库发送消息到 Azure IoT 中心, 如何使用 paho mqttv3 库发送消息到 Azure IoT 中心, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-iot-hub-howto-send-message-with-paho-mqttv3.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-iot-hub-howto-send-message-with-paho-mqttv3.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-iot-hub-howto-send-message-with-paho-mqttv3/
aog-sample-code-iot-hub-send-and-receive-msg-using-paho-mqtt-for-python, 使用 Paho MQTT For Python 发送接收 IOT Hub 消息示例代码, 使用 Paho MQTT For Python 发送接收 IOT Hub 消息示例代码, iot-hub,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-iot-hub-send-and-receive-msg-using-paho-mqtt-for-python.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-iot-hub-send-and-receive-msg-using-paho-mqtt-for-python.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-iot-hub-send-and-receive-msg-using-paho-mqtt-for-python/
aog-sample-code-iot-hub-setting-with-dotnet, IoT 中心管理 .NET 示例代码, IoT 中心管理 .NET 示例代码, iot-hub,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-iot-hub-setting-with-dotnet.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-iot-hub-setting-with-dotnet.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-iot-hub-setting-with-dotnet/
aog-sample-code-key-vault-qa-upload-pem-format-cert, 如何向 Key Vault 中上传 PKCS#1 编码格式的证书, 如何向 Key Vault 中上传 PKCS#1 编码格式的证书, key-vault,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-key-vault-qa-upload-pem-format-cert.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-key-vault-qa-upload-pem-format-cert.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-key-vault-qa-upload-pem-format-cert/
aog-sample-code-keyvault-powershell-java-rest-api, 密钥保管库 Java 代码示例, 密钥保管库 Java 代码示例, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-keyvault-powershell-java-rest-api.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-keyvault-powershell-java-rest-api.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-keyvault-powershell-java-rest-api/
aog-sample-code-powershell-disk-encryption, 使用 PowerShell 脚本为 Windows 虚拟机开启 Azure 磁盘加密功能, 使用 PowerShell 脚本为 Windows 虚拟机开启 Azure 磁盘加密功能, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-powershell-disk-encryption.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-powershell-disk-encryption.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-powershell-disk-encryption/
aog-sample-code-service-bus-api, Azure 服务总线 API 调用示例, Azure 服务总线 API 调用示例, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-service-bus-api.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-service-bus-api.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-service-bus-api/
aog-sample-code-service-bus-Performance-testing, Azure 服务总线性能基准测试示例代码, Azure 服务总线性能基准测试示例代码, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-service-bus-Performance-testing.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-service-bus-Performance-testing.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-service-bus-Performance-testing/
aog-sample-code-service-bus-relay-rest-api, Azure 服务总线中继消息 REST 代码示例, Azure 服务总线中继消息 REST 代码示例, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-service-bus-relay-rest-api.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-service-bus-relay-rest-api.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-service-bus-relay-rest-api/
aog-sample-code-storage-table-export-to-csv-via-powershell," ""使用 PowerShell 将存储服务表数据导出到 csv 文件"""," ""使用 PowerShell 将存储服务表数据导出到 csv 文件""", storage,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-storage-table-export-to-csv-via-powershell.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-storage-table-export-to-csv-via-powershell.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-storage-table-export-to-csv-via-powershell/
aog-sample-code-storage-table-howto-get-redis-related-metric-info-via-dotnet-sdk," ""如何使用 .NET SDK 读取存储服务 Table 中的数据获取与 Redis 相关的度量值"""," ""本文讲述如何使用 .NET SDK 读取存储服务 Table 中的数据获取与 Redis 相关的度量值""", storage,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-storage-table-howto-get-redis-related-metric-info-via-dotnet-sdk.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-storage-table-howto-get-redis-related-metric-info-via-dotnet-sdk.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-storage-table-howto-get-redis-related-metric-info-via-dotnet-sdk/
aog-sample-code-virtual-machines-classic-achieve-monitor-data-with-java, 使用 Java 获取经典模式虚拟机监视数据, 如何通过 Java 获取经典模式虚拟机监视数据, multiple,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-virtual-machines-classic-achieve-monitor-data-with-java.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-virtual-machines-classic-achieve-monitor-data-with-java.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-virtual-machines-classic-achieve-monitor-data-with-java/
aog-sample-code-virtual-machines-query-standard-disk-usage-via-powershell," ""使用 PowerShell 脚本查询 Azure 虚拟机标准磁盘用量"""," ""使用 PowerShell 脚本查询 Azure 虚拟机标准磁盘用量""", storage,az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-virtual-machines-query-standard-disk-usage-via-powershell.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sample-code\aog-sample-code-virtual-machines-query-standard-disk-usage-via-powershell.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sample-code/aog-sample-code-virtual-machines-query-standard-disk-usage-via-powershell/
aog-service-bus-lot-hub-generate-sas, 如何为 Azure Service Bus 和 Azure IoT Hub 生成 SharedAccessSignature, 如何为 Azure Service Bus 和 Azure IoT Hub 生成 SharedAccessSignature, service-bus,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-lot-hub-generate-sas.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-lot-hub-generate-sas.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-lot-hub-generate-sas/
aog-service-bus-qa-java-use-jms-api-amqp, 使用 JAVA AMQP 协议如何订阅启用分区功能的 Azure 服务总线主题的消息, 借助 Java JMS API 使用 AMQP 协议订阅启用分区的 Azure 服务总线主题的消息, service-bus,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-qa-java-use-jms-api-amqp.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-qa-java-use-jms-api-amqp.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-qa-java-use-jms-api-amqp/
aog-service-bus-qa-python-queue-message, 使用 python 获取服务总线消息, 通过更新解决 azure-servicebus v0.20.2 之前版本的问题, service-bus,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-qa-python-queue-message.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-qa-python-queue-message.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-qa-python-queue-message/
aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-hybrid-connections, 构建混合应用方式之混合连接, 构建混合应用方式之 - 混合连接, service-bus-relay,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-hybrid-connections.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-hybrid-connections.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-hybrid-connections/
aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-wcf-relay, 构建混合应用方式之 - WCF 中继, 构建混合应用方式之 - WCF 中继, service-bus-relay,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-wcf-relay.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-wcf-relay.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-relay-connect-on-primeses-apps-to-outside-world-via-wcf-relay/
aog-service-bus-relay-send-wcf-relay-message-more-than-64k," ""使用 netTCPRelay 绑定的 WCF 中继发送大于 64k 消息时报通信异常"""," ""使用 netTCPRelay 绑定的 WCF 中继发送大于 64k 消息时报通信异常""", service-bus-relay,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-relay-send-wcf-relay-message-more-than-64k.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-relay-send-wcf-relay-message-more-than-64k.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-relay-send-wcf-relay-message-more-than-64k/
aog-service-bus-troubleshoot-certificate-error, Azure Web 应用连接 Service Bus 出现证书错误的解决方案, Azure Web 应用连接 Service Bus 出现证书错误的解决方案, service-bus,az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-troubleshoot-certificate-error.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-bus\aog-service-bus-troubleshoot-certificate-error.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-bus/aog-service-bus-troubleshoot-certificate-error/
aog-service-fabric-deployment-howto-access-through-internet, Service Fabric 部署程序后外网如何访问, Service Fabric 部署程序后外网如何访问, service-fabric,az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-deployment-howto-access-through-internet.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-deployment-howto-access-through-internet.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-fabric/aog-service-fabric-deployment-howto-access-through-internet/
aog-service-fabric-howto-scale-down-vmss-instance-manually, 手动收缩 Service Fabric 的虚拟机规模集, 手动收缩 Service Fabric 的虚拟机规模集, service-fabric,az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-howto-scale-down-vmss-instance-manually.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-howto-scale-down-vmss-instance-manually.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-fabric/aog-service-fabric-howto-scale-down-vmss-instance-manually/
aog-service-fabric-howto-set-cer-info, 如何设置安全 Service Fabric 集群的证书信息, 如何设置安全 Service Fabric 集群的证书信息, service-fabric,az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-howto-set-cer-info.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-howto-set-cer-info.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-fabric/aog-service-fabric-howto-set-cer-info/
aog-service-fabric-howto-set-custom-domain-for-security-authentication, 如何为开启安全认证的 Service Fabric 设置自定义域名, 如何为开启安全认证的 Service Fabric 设置自定义域名, service-fabric,az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-howto-set-custom-domain-for-security-authentication.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-howto-set-custom-domain-for-security-authentication.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-fabric/aog-service-fabric-howto-set-custom-domain-for-security-authentication/
aog-service-fabric-qa-asp-dotnet-core-export-log, 如何查看和收集 Service Fabric 中 ASP.NET Core 应用产生的日志, 如何查看和收集 Service Fabric 中 ASP.NET Core 应用产生的日志, service-fabric,az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-qa-asp-dotnet-core-export-log.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-qa-asp-dotnet-core-export-log.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-fabric/aog-service-fabric-qa-asp-dotnet-core-export-log/
aog-service-fabric-qa-run-entity-framework-enable-migrations, 如何在 Servcie Fabric 项目中运行 Entity Framework 的 Enable-Migrations 命令, 如何在 Servcie Fabric 项目中运行 Entity Framework 的 Enable-Migrations 命令, service-fabric,az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-qa-run-entity-framework-enable-migrations.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\service-fabric\aog-service-fabric-qa-run-entity-framework-enable-migrations.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/service-fabric/aog-service-fabric-qa-run-entity-framework-enable-migrations/
aog-sql-data-warehouse-migrate-table-through-sql-server-management-studio, 通过 SQL Server Management Studio 快速实现 Azure SQL 数据仓库间数据表迁移, 通过 SQL Server Management Studio 快速实现 Azure SQL 数据仓库间数据表迁移, sql-data-warehouse,az-docs-pr.zh-cn\others\azure-operations-guide\sql-data-warehouse\aog-sql-data-warehouse-migrate-table-through-sql-server-management-studio.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sql-data-warehouse\aog-sql-data-warehouse-migrate-table-through-sql-server-management-studio.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sql-data-warehouse/aog-sql-data-warehouse-migrate-table-through-sql-server-management-studio/
aog-sql-database-connect-with-microsoft-jdbc-driver, 使用 Microsoft JDBC Driver 连接 Azure SQL Database, 使用 Microsoft JDBC Driver 连接 Azure SQL Database, sql-database,az-docs-pr.zh-cn\others\azure-operations-guide\sql-database\aog-sql-database-connect-with-microsoft-jdbc-driver.md,D:\GitHub\acnContent\az-docs-pr.zh-cn\others\azure-operations-guide\sql-database\aog-sql-database-connect-with-microsoft-jdbc-driver.md,https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sql-database/aog-sql-database-connect-with-microsoft-jdbc-driver/
